-5.72,-161.89
-5.74,-161.89
-5.77,-161.89
-5.78,-161.89
-5.8,-153.37
-5.81,-161.89
-5.83,-170.41
-5.85,-161.89
-5.87,-161.89
-5.89,-161.89
-5.89,-161.89
-5.92,-170.41
-5.93,-161.89
-5.94,-161.89
-5.96,-170.41
-5.96,-161.89
-5.98,-170.41
-5.99,-170.41
-6,-170.41
-6,-170.41
-6.01,-170.41
-6.03,-170.41
-6.03,-170.41
-6.04,-170.41
-6.05,-161.89
-6.06,-170.41
-6.07,-170.41
-6.09,-170.41
-6.1,-170.41
-6.11,-170.41
-6.12,-170.41
-6.14,-170.41
-6.15,-170.41
-6.17,-170.41
-6.16,-170.41
-6.18,-178.93
-6.19,-170.41
-6.19,-170.41
-6.21,-170.41
-6.21,-170.41
-6.23,-170.41
-6.24,-170.41
-6.26,-178.93
-6.26,-170.41
-6.28,-178.93
-6.29,-170.41
-6.3,-170.41
-6.32,-170.41
-6.33,-170.41
-6.34,-170.41
-6.35,-170.41
-6.37,-170.41
-6.38,-170.41
-6.4,-178.93
-6.41,-170.41
-6.42,-170.41
-6.42,-170.41
-6.44,-170.41
-6.47,-170.41
-6.47,-178.93
-6.48,-170.41
-6.49,-178.93
-6.51,-170.41
-6.52,-178.93
-6.53,-170.41
-6.55,-170.41
-6.56,-170.41
-6.58,-161.89
-6.58,-170.41
-6.58,-161.89
-6.61,-170.41
-6.61,-161.89
-6.62,-170.41
-6.62,-170.41
-6.63,-161.89
-6.63,-161.89
-6.64,-161.89
-6.65,-161.89
-6.67,-161.89
-6.68,-153.37
-6.69,-161.89
-6.7,-153.37
-6.71,-153.37
-6.71,-153.37
-6.72,-153.37
-6.73,-153.37
-6.73,-153.37
-6.75,-144.85
-6.75,-144.85
-6.76,-144.85
-6.78,-136.33
-6.78,-136.33
-6.79,-144.85
-6.8,-136.33
-6.81,-127.81
-6.84,-136.33
-6.87,-127.81
-6.89,-127.81
-6.9,-127.81
-6.93,-119.29
-6.97,-119.29
-7.01,-119.29
-7.06,-119.29
